Time,X Position,Y Position
1709427002909044504,6.247346755117178e-05,-0.04704028740525246
1709427002967260360,6.316708459053189e-05,-0.04703352227807045
1709427003023413419,6.386869790730998e-05,-0.047026555985212326
1709427003081668138,6.457848940044641e-05,-0.047019343823194504
1709427003139604806,6.529776146635413e-05,-0.047011878341436386
1709427003208611249,6.602548091905192e-05,-0.04700414463877678
1709427003275781869,6.676302291452885e-05,-0.046996090561151505
1709427003338438034,6.75101691740565e-05,-0.04698771610856056
1709427003401839256,6.826650496805087e-05,-0.04697896167635918
1709427003460031986,6.903257599333301e-05,-0.046969834715127945
1709427003515289783,6.980813486734405e-05,-0.046960290521383286
1709427003571915626,7.059302879497409e-05,-0.046950291842222214
1709427003630473613,7.138829823816195e-05,-0.04693980887532234
1709427003687446355,7.219296094262972e-05,-0.046928804367780685
1709427003742313385,7.300863217096776e-05,-0.04691723361611366
1709427003798260450,7.38339003873989e-05,-0.04690507426857948
1709427003855685710,7.466919487342238e-05,-0.046892259269952774
1709427003916636705,7.551601447630674e-05,-0.04687873646616936
1709427003978747606,7.637382805114612e-05,-0.046864476054906845
1709427004092325210,7.724187889834866e-05,-0.04684944823384285
1709427004152968406,7.812045805621892e-05,-0.0468335784971714
1709427004211085319,7.90105332271196e-05,-0.046816807240247726
1709427004265895366,7.991111488081515e-05,-0.04679907485842705
1709427004321155309,8.102880383376032e-05,-0.04678037017583847
1709427004429472923,8.19359120214358e-05,-0.046760134398937225
1709427004501502752,8.306921517942101e-05,-0.04673866182565689
1709427004560156345,8.398081990890205e-05,-0.04671549052000046
1709427004619570255,8.511117630405352e-05,-0.046690914779901505
1709427004678306102,8.60413711052388e-05,-0.04666456952691078
1709427004738081216,8.71807787916623e-05,-0.04663657397031784
1709427004791891098,8.821538358461112e-05,-0.04660673439502716
1709427004853345394,8.925732254283503e-05,-0.046574950218200684
1709427004934273004,9.1521033027675e-05,-0.04879290610551834
1709427004990297794,0.00010010244295699522,-0.04508731886744499
1709427005046937704,1.1640398952295072e-05,-0.03740829601883888
1709427005111125230,-0.0005645427154377103,-0.0276974868029356
1709427005175028562,-0.0029075241181999445,-0.0065701790153980255
1709427005246780872,-0.006922943517565727,0.030587224289774895
1709427005314927577,-0.011703835800290108,0.0734277069568634
1709427005387849569,-0.018595309928059578,0.11516647040843964
1709427005461605787,-0.026182372123003006,0.157982736825943
1709427005548921585,-0.03498397395014763,0.20326977968215942
1709427005622430562,-0.04517601430416107,0.2529809772968292
1709427005693007946,-0.05730306729674339,0.30887600779533386
1709427005766124963,-0.07079415023326874,0.37195274233818054
1709427005839802026,-0.08610495924949646,0.4403064250946045
1709427005910665988,-0.10304663330316544,0.5129788517951965
1709427005981410264,-0.12192890048027039,0.5897767543792725
1709427006070964574,-0.14377383887767792,0.6704519987106323
1709427006137613773,-0.168628990650177,0.7565337419509888
1709427006202589273,-0.1949724406003952,0.8494063019752502
1709427006264436721,-0.2239765077829361,0.947381854057312
1709427006325182437,-0.2559206783771515,1.049803614616394
1709427006388945817,-0.2918876111507416,1.1566804647445679
1709427006450149774,-0.332809716463089,1.2685000896453857
1709427006517316818,-0.37915533781051636,1.3867430686950684
1709427006577300786,-0.4289405643939972,1.5123471021652222
1709427006637226819,-0.4812104105949402,1.6429740190505981
1709427006704622507,-0.5379848480224609,1.7773185968399048
1709427006763845920,-0.6005380153656006,1.915203332901001
1709427006822596788,-0.6696042418479919,2.056828498840332
1709427006881464242,-0.7458210587501526,2.2024998664855957
1709427006939877033,-0.8280381560325623,2.354909896850586
1709427006998884201,-0.9146878719329834,2.51284122467041
1709427007058286428,-1.0074586868286133,2.673240900039673
1709427007119091033,-1.1065547466278076,2.83520770072937
1709427007177218914,-1.212796688079834,2.998344898223877
1709427007237901449,-1.3267641067504883,3.162363052368164
1709427007299001932,-1.4483788013458252,3.3278520107269287
1709427007359560012,-1.579426646232605,3.4951229095458984
1709427007418381929,-1.7191540002822876,3.6647987365722656
1709427007513364791,-1.867138147354126,3.834721565246582
1709427007573343515,-2.023646593093872,4.004765510559082
1709427007632961273,-2.1890623569488525,4.175004482269287
1709427007690753221,-2.364232063293457,4.346939563751221
1709427007750240325,-2.552281379699707,4.519315242767334
1709427007810527801,-2.752577304840088,4.689417362213135
1709427007867642402,-2.961467742919922,4.85365629196167
1709427007926252365,-3.17630672454834,5.009582996368408
1709427007987090110,-3.398198366165161,5.158127307891846
1709427008048795461,-3.6308066844940186,5.300757884979248
1709427008106040716,-3.8776440620422363,5.439170837402344
1709427008164467573,-4.138627529144287,5.5728631019592285
1709427008224434614,-4.410252571105957,5.699049472808838
1709427008284900903,-4.6884965896606445,5.813684940338135
1709427008342625617,-4.971878528594971,5.916301250457764
1709427008400047302,-5.261928081512451,6.007264137268066
1709427008460230350,-5.559625625610352,6.0861029624938965
1709427008518687248,-5.862343788146973,6.152253150939941
1709427008576022863,-6.166345596313477,6.205779075622559
1709427008634042978,-6.470731258392334,6.246409893035889
1709427008692895412,-6.776788711547852,6.2736616134643555
