Time,X Position,Y Position
1709435190734894275,2.8916898031638993e-07,-0.04999842494726181
1709435190864192962,6.132016210358415e-07,-0.050028830766677856
1709435190932047843,9.216017815560917e-07,-0.05010100454092026
1709435191000457763,1.380789399263449e-06,-0.05024825036525726
1709435191057974338,1.8423052097205073e-06,-0.05034823715686798
1709435191120442867,2.2320948573906207e-06,-0.05029213801026344
1709435191180048465,2.610255933177541e-06,-0.05024464428424835
1709435191241674423,3.3995243029494304e-06,-0.05033935233950615
1709435191299267768,4.838642325921683e-06,-0.05285217612981796
1709435191356663465,5.734964361181483e-06,-0.04993245750665665
1709435191415692090,-7.417076267302036e-05,-0.046461042016744614
1709435191476838350,-0.0002879728563129902,-0.04561205208301544
1709435191536898851,-0.0014371071010828018,-0.03307701647281647
1709435191593436717,-0.004399715457111597,-0.0008128639310598373
1709435191651741027,-0.008042148314416409,0.03864084929227829
1709435191711764574,-0.013930700719356537,0.0739474892616272
1709435191770387411,-0.02094588801264763,0.11027555912733078
1709435191828306913,-0.02943253703415394,0.15039265155792236
1709435191887414932,-0.040089480578899384,0.19372683763504028
1709435191947306156,-0.05148111656308174,0.2419852763414383
1709435192011507987,-0.06447996944189072,0.296375036239624
1709435192069996595,-0.07957784086465836,0.3564548194408417
1709435192131526947,-0.09639918804168701,0.4205327033996582
1709435192192254066,-0.1152598038315773,0.4881313741207123
1709435192251531839,-0.1369321197271347,0.5592617392539978
1709435192310275077,-0.1617642194032669,0.6344560980796814
1709435192369042158,-0.18876324594020844,0.7152392864227295
1709435192430437564,-0.217138409614563,0.8020559549331665
1709435192492377758,-0.24856270849704742,0.8937613368034363
1709435192550445795,-0.28337275981903076,0.989669680595398
1709435192610975503,-0.3230985999107361,1.0898042917251587
1709435192675484418,-0.36818358302116394,1.195095181465149
1709435192735225439,-0.4188081920146942,1.3068053722381592
1709435192792920827,-0.4720180034637451,1.4242998361587524
1709435192852275609,-0.5288323163986206,1.5461556911468506
1709435192912800550,-0.591183602809906,1.6716243028640747
1709435192971399307,-0.6603845357894897,1.80079185962677
1709435193030488014,-0.7368543744087219,1.9338866472244263
1709435193089289665,-0.820417046546936,2.072429656982422
1709435193148937702,-0.9088322520256042,2.216921806335449
1709435193206639289,-1.0031119585037231,2.3645076751708984
1709435193265417098,-1.1039061546325684,2.5130014419555664
1709435193327369213,-1.2120170593261719,2.662337064743042
1709435193387345552,-1.328217625617981,2.8119163513183594
1709435193447876691,-1.4526604413986206,2.9633359909057617
1709435193505706787,-1.5862654447555542,3.1168925762176514
1709435193566606283,-1.7290403842926025,3.2712175846099854
1709435193626606941,-1.8798823356628418,3.424278736114502
1709435193684917926,-2.038017749786377,3.5750513076782227
1709435193743245601,-2.203511953353882,3.7229762077331543
1709435193802896022,-2.377995729446411,3.8683695793151855
1709435193862604379,-2.564699411392212,4.010838031768799
1709435193921253919,-2.763991594314575,4.150494575500488
1709435193979298830,-2.973372220993042,4.285111427307129
1709435194040184020,-3.1894748210906982,4.411628246307373
1709435194101855278,-3.411407232284546,4.5294389724731445
1709435194159799337,-3.640941619873047,4.638920783996582
1709435194246666908,-3.8819456100463867,4.741030216217041
1709435194309064865,-4.136697769165039,4.8362812995910645
1709435194370270729,-4.403758525848389,4.92298698425293
1709435194428694009,-4.677645206451416,4.998006343841553
1709435194486704349,-4.9529337882995605,5.059534549713135
1709435194546535015,-5.228891372680664,5.107791900634766
1709435194605589389,-5.510765552520752,5.1440510749816895
1709435194662400245,-5.803004264831543,5.168132305145264
1709435194720594882,-6.102548599243164,5.177536964416504
1709435194781571865,-6.4051032066345215,5.17157506942749
1709435194864706993,-6.706916332244873,5.150169849395752
1709435194920719146,-7.006119251251221,5.113694667816162
1709435194978901147,-7.3028645515441895,5.062119960784912
1709435195040826559,-7.597886085510254,4.9954609870910645
1709435195098876714,-7.890506744384766,4.9139790534973145
1709435195161060333,-8.17878246307373,4.81817102432251
1709435195230304002,-8.461177825927734,4.708401203155518
1709435195290590763,-8.737427711486816,4.584700107574463
1709435195353799343,-9.007425308227539,4.4472432136535645
1709435195412142276,-9.270624160766602,4.296380519866943
1709435195469994783,-9.526296615600586,4.132494926452637
1709435195528944969,-9.773763656616211,3.9561240673065186
1709435195591311216,-10.012157440185547,3.767817497253418
1709435195670262575,-10.24069881439209,3.5680322647094727
1709435195750331640,-10.458670616149902,3.357194662094116
1709435195829761743,-10.665495872497559,3.1358542442321777
1709435195888322830,-10.860824584960938,2.9043211936950684
1709435195958687067,-11.044316291809082,2.663022756576538
1709435196037774324,-11.215412139892578,2.412655830383301
1709435196096748828,-11.373711585998535,2.1541178226470947
1709435196152274370,-11.518768310546875,1.8880680799484253
1709435196208441495,-11.650245666503906,1.6152763366699219
1709435196265737771,-11.767971992492676,1.3361680507659912
1709435196324584722,-11.871641159057617,1.0511900186538696
1709435196381206989,-11.960832595825195,0.7611664533615112
1709435196440097093,-12.035258293151855,0.4671414792537689
1709435196496535539,-12.09481143951416,0.17002364993095398
1709435196555074930,-12.139643669128418,-0.12947344779968262
1709435196610546827,-12.170016288757324,-0.43117913603782654
1709435196667660713,-12.185428619384766,-0.7347561120986938
1709435196724683761,-12.185665130615234,-1.0391292572021484
1709435196781730651,-12.171123504638672,-1.3428887128829956
1709435196837917327,-12.141584396362305,-1.6450365781784058
1709435196893889427,-12.09685230255127,-1.9451758861541748
1709435196949965000,-12.037022590637207,-2.2426974773406982
1709435197007308721,-11.962796211242676,-2.536921501159668
1709435197064952135,-11.874011993408203,-2.827181816101074
1709435197120955467,-11.770821571350098,-3.1129305362701416
1709435197177410364,-11.653386116027832,-3.3929874897003174
1709435197248898029,-11.522212028503418,-3.6664533615112305
1709435197304907083,-11.377893447875977,-3.932866334915161
1709435197361407995,-11.220520973205566,-4.1920576095581055
1709435197417386054,-11.050183296203613,-4.443701267242432
1709435197488257169,-10.867379188537598,-4.68705940246582
1709435197544040679,-10.67286491394043,-4.92075252532959
1709435197600188493,-10.467214584350586,-5.143909931182861
1709435197656847953,-10.250516891479492,-5.356138229370117
1709435197727654695,-10.023372650146484,-5.557286739349365
1709435197784460067,-9.786528587341309,-5.7470316886901855
1709435197840665817,-9.540687561035156,-5.924506187438965
1709435197897959470,-9.28636360168457,-6.0891828536987305
1709435197953533172,-9.024110794067383,-6.240664958953857
1709435198008203268,-8.754589080810547,-6.37884521484375
1709435198064617395,-8.478578567504883,-6.5038323402404785
1709435198119956731,-8.196635246276855,-6.61483097076416
1709435198176234006,-7.909327507019043,-6.711370944976807
1709435198231931447,-7.617408275604248,-6.79318380355835
1709435198289074659,-7.321463108062744,-6.860698699951172
1709435198346479415,-7.0224809646606445,-6.9136528968811035
1709435198402408123,-6.721649646759033,-6.95173454284668
1709435198460124731,-6.419435501098633,-6.974671363830566
1709435198518106698,-6.115757942199707,-6.983022689819336
1709435198577389717,-5.811517715454102,-6.976085662841797
1709435198634558916,-5.508326053619385,-6.953911304473877
1709435198690519571,-5.207230567932129,-6.916635036468506
1709435198747803449,-4.908259391784668,-6.864543437957764
1709435198803749561,-4.612137317657471,-6.797761917114258
1709435198860656023,-4.319947242736816,-6.716416835784912
1709435198931909561,-4.032121181488037,-6.620734214782715
1709435198990223884,-3.748854875564575,-6.5109734535217285
1709435199045928955,-3.471332311630249,-6.3870720863342285
1709435199104846477,-3.200735092163086,-6.24952507019043
1709435199176144123,-2.937786817550659,-6.098989486694336
1709435199234261989,-2.6823861598968506,-5.935624122619629
1709435199290686368,-2.434596538543701,-5.7595744132995605
1709435199345946311,-2.195568561553955,-5.571159362792969
1709435199402265548,-1.9665521383285522,-5.371155738830566
1709435199459512948,-1.7483596801757812,-5.1603240966796875
1709435199515462160,-1.5413179397583008,-4.939013481140137
1709435199571856737,-1.3454840183258057,-4.707518577575684
1709435199629924535,-1.1612523794174194,-4.466367721557617
1709435199687158346,-0.9895645380020142,-4.216189861297607
1709435199742211103,-0.8309065103530884,-3.9578137397766113
1709435199797089099,-0.6856682300567627,-3.6918628215789795
1709435199854109764,-0.5534642338752747,-3.419151782989502
1709435199911516427,-0.4347773790359497,-3.140329360961914
1709435199966323852,-0.33042484521865845,-2.8558595180511475
1709435200022373914,-0.24065132439136505,-2.566328763961792
1709435200080996751,-0.16564707458019257,-2.272498607635498
1709435200141299962,-0.1054992601275444,-1.9766845703125
1709435200199848651,-0.057141996920108795,-1.7044169902801514
1709435200258015632,-0.011818234808743,-1.446014642715454
1709435200319600582,0.024751100689172745,-1.1859396696090698
1709435200381118774,0.04717116802930832,-0.9376436471939087
1709435200440887212,0.05956903100013733,-0.7183020114898682
1709435200502361536,0.061605654656887054,-0.5151951909065247
1709435200564301252,0.04878903552889824,-0.30729880928993225
1709435200621210575,0.023243360221385956,-0.10100410878658295
1709435200674926042,-0.006499788258224726,0.08847150951623917
1709435200733133792,-0.03658178448677063,0.26397424936294556
1709435200792597532,-0.0698678120970726,0.43414342403411865
1709435200849303722,-0.10687621682882309,0.5959245562553406
