Time,X Position,Y Position,Total Track Time
1.70943108476439E+018,2.8916898031639E-07,-0.049998424947262,10 S
1.70943108482903E+018,6.13201621035842E-07,-0.050028830766678,
1.70943108488953E+018,9.21601781556092E-07,-0.05010100454092,
1.70943108495472E+018,1.38078939926345E-06,-0.050248250365257,
1.70943108503814E+018,1.84230520972051E-06,-0.050348237156868,
1.70943108514092E+018,2.23209485739062E-06,-0.050292138010264,
1.70943108520468E+018,2.61025593317754E-06,-0.050244644284248,
1.70943108526758E+018,3.39952430294943E-06,-0.050339352339506,
1.70943108532648E+018,4.02848263547639E-06,-0.050484955310822,
1.70943108538541E+018,4.57768328487873E-06,-0.050442080944777,
1.70943108544413E+018,5.00463193020551E-06,-0.05033116042614,
1.7094310855044E+018,5.29968065166031E-06,-0.050393585115671,
1.7094310855784E+018,3.996335726697E-05,-0.059765160083771,
1.70943108563496E+018,0.00054340105271,-0.045841168612242,
1.7094310856933E+018,0.000563069013879,-0.01609574444592,
1.70943108575252E+018,0.000579639920034,0.003942839801312,
1.70943108581027E+018,0.000607451889664,0.020946215838194,
1.70943108586705E+018,0.000596800586209,0.055587582290173,
1.70943108592477E+018,0.000628841633443,0.103947184979916,
1.70943108598369E+018,0.000644246814772,0.149887561798096,
1.70943108604174E+018,0.000671144807711,0.194727271795273,
1.70943108609829E+018,0.000700191070791,0.252372443675995,
1.70943108615699E+018,0.000730896077584,0.321702271699905,
1.70943108621755E+018,0.000758828129619,0.391950637102127,
1.70943108627668E+018,0.000787196855526,0.463368594646454,
1.70943108635257E+018,0.000824275135528,0.54449200630188,
1.70943108641098E+018,0.000851592456456,0.63530308008194,
1.70943108646913E+018,0.000894652970601,0.729065358638763,
1.709431086528E+018,0.000922416744288,0.825870513916016,
1.70943108658397E+018,0.000961090321653,0.929849624633789,
1.70943108664015E+018,0.000995489652269,1.04200267791748,
1.70943108670157E+018,0.0010303882882,1.15854775905609,
1.70943108675926E+018,0.001078260364011,1.27890586853027,
1.70943108681568E+018,0.001116198603995,1.40513873100281,
1.70943108687234E+018,0.001165948924609,1.53860092163086,
1.70943108693049E+018,0.001201501814649,1.67747235298157,
1.70943108698946E+018,0.001258061616682,1.82069897651672,
1.7094310870455E+018,0.001295591355301,1.96984648704529,
1.70943108710312E+018,0.001354636857286,2.12581205368042,
1.70943108716101E+018,0.001398681197315,2.28810143470764,
1.70943108721896E+018,0.001450841431506,2.4554455280304,
1.70943108727508E+018,0.001504983985797,2.62899899482727,
1.70943108733339E+018,0.001558340038173,2.80882811546326,
1.7094310873931E+018,0.001624749042094,2.99465751647949,
1.70943108745139E+018,0.00167494895868,3.18548440933228,
1.70943108750968E+018,0.001740529900417,3.38160586357117,
1.709431087567E+018,0.001789435977116,3.58316802978516,
1.70943108762469E+018,0.001863321987912,3.7901439666748,
1.70943108768143E+018,0.001920178416185,4.00262212753296,
1.70943108773773E+018,0.00199233670719,4.22062873840332,
1.70943108779501E+018,0.002054780954495,4.44504833221436,
1.70943108785382E+018,0.002123682526872,4.67556381225586,
1.70943108791384E+018,0.00219736341387,4.91223812103272,
1.70943108797001E+018,0.002267262199894,5.1539945602417,
1.70943108802756E+018,0.002352321287617,5.40123128890991,
1.709431088087E+018,0.002420421689749,5.6543493270874,
1.70943108814582E+018,0.00250820000656,5.91378974914551,
1.70943108820286E+018,0.002577052917331,6.17885589599609,
1.70943108826124E+018,0.002663570689037,6.44784927368164,
1.70943108831971E+018,0.002739717951044,6.72033786773682,
1.70943108838021E+018,0.002808768767864,6.99710702896118,
1.70943108843495E+018,0.001902814256027,7.27666091918945,
1.70943108849198E+018,0.00050288514467,7.56492328643799,
1.70943108854854E+018,-5.15551946591586E-05,7.86617946624756,
1.70943108860842E+018,-0.000284650159301,8.1706485748291,
1.7094310886639E+018,-0.000573635334149,8.47693061828613,
1.70943108872237E+018,-0.000932532537263,8.79120922088623,
1.70943108877943E+018,-0.001349722733721,9.11654281616211,
1.70943108883837E+018,-0.001621416653506,9.4484806060791,
1.70943108889583E+018,-0.001895431545563,9.78390598297119,
1.70943108895669E+018,-0.002215570537373,10.1260871887207,
1.70943108901537E+018,-0.002531990176067,10.477391242981,
