Time,X Position,Y Position,Total Track Time
1.70943519073489E+018,2.8916898031639E-07,-0.049998424947262,9.3 S
1.70943519086419E+018,6.13201621035842E-07,-0.050028830766678,
1.70943519093205E+018,9.21601781556092E-07,-0.05010100454092,
1.70943519100046E+018,1.38078939926345E-06,-0.050248250365257,
1.70943519105797E+018,1.84230520972051E-06,-0.050348237156868,
1.70943519112044E+018,2.23209485739062E-06,-0.050292138010264,
1.70943519118005E+018,2.61025593317754E-06,-0.050244644284248,
1.70943519124167E+018,3.39952430294943E-06,-0.050339352339506,
1.70943519129927E+018,4.83864232592168E-06,-0.052852176129818,
1.70943519135666E+018,5.73496436118148E-06,-0.049932457506657,
1.70943519141569E+018,-7.41707626730204E-05,-0.046461042016745,
1.70943519147684E+018,-0.000287972856313,-0.045612052083016,
1.7094351915369E+018,-0.001437107101083,-0.033077016472817,
1.70943519159344E+018,-0.004399715457112,-0.00081286393106,
1.70943519165174E+018,-0.008042148314416,0.038640849292278,
1.70943519171176E+018,-0.013930700719357,0.073947489261627,
1.70943519177039E+018,-0.020945888012648,0.110275559127331,
1.70943519182831E+018,-0.029432537034154,0.150392651557922,
1.70943519188741E+018,-0.040089480578899,0.19372683763504,
1.70943519194731E+018,-0.051481116563082,0.241985276341438,
1.70943519201151E+018,-0.064479969441891,0.296375036239624,
1.70943519207E+018,-0.079577840864658,0.356454819440842,
1.70943519213153E+018,-0.096399188041687,0.420532703399658,
1.70943519219225E+018,-0.115259803831577,0.488131374120712,
1.70943519225153E+018,-0.136932119727135,0.559261739253998,
1.70943519231027E+018,-0.161764219403267,0.634456098079681,
1.70943519236904E+018,-0.188763245940208,0.71523928642273,
1.70943519243044E+018,-0.217138409614563,0.802055954933167,
1.70943519249238E+018,-0.248562708497047,0.893761336803436,
1.70943519255045E+018,-0.283372759819031,0.989669680595398,
1.70943519261098E+018,-0.323098599910736,1.08980429172516,
1.70943519267548E+018,-0.368183583021164,1.19509518146515,
1.70943519273523E+018,-0.418808192014694,1.30680537223816,
1.70943519279292E+018,-0.472018003463745,1.42429983615875,
1.70943519285228E+018,-0.528832316398621,1.54615569114685,
1.7094351929128E+018,-0.591183602809906,1.67162430286407,
1.7094351929714E+018,-0.66038453578949,1.80079185962677,
1.70943519303049E+018,-0.736854374408722,1.93388664722443,
1.70943519308929E+018,-0.820417046546936,2.07242965698242,
1.70943519314894E+018,-0.908832252025604,2.21692180633545,
1.70943519320664E+018,-1.00311195850372,2.3645076751709,
1.70943519326542E+018,-1.10390615463257,2.51300144195557,
1.70943519332737E+018,-1.21201705932617,2.66233706474304,
1.70943519338735E+018,-1.32821762561798,2.81191635131836,
1.70943519344788E+018,-1.45266044139862,2.96333599090576,
1.70943519350571E+018,-1.58626544475555,3.11689257621765,
1.70943519356661E+018,-1.7290403842926,3.27121758460999,
1.70943519362661E+018,-1.87988233566284,3.4242787361145,
1.70943519368492E+018,-2.03801774978638,3.57505130767822,
1.70943519374325E+018,-2.20351195335388,3.72297620773315,
1.7094351938029E+018,-2.37799572944641,3.86836957931519,
1.7094351938626E+018,-2.56469941139221,4.0108380317688,
1.70943519392125E+018,-2.76399159431458,4.15049457550049,
1.7094351939793E+018,-2.97337222099304,4.28511142730713,
1.70943519404018E+018,-3.1894748210907,4.41162824630737,
1.70943519410186E+018,-3.41140723228455,4.52943897247314,
1.7094351941598E+018,-3.64094161987305,4.63892078399658,
1.70943519424667E+018,-3.88194561004639,4.74103021621704,
1.70943519430907E+018,-4.13669776916504,4.83628129959106,
1.70943519437027E+018,-4.40375852584839,4.92298698425293,
1.70943519442869E+018,-4.67764520645142,4.99800634384155,
1.7094351944867E+018,-4.95293378829956,5.05953454971314,
1.70943519454653E+018,-5.22889137268066,5.10779190063477,
1.70943519460559E+018,-5.51076555252075,5.14405107498169,
1.7094351946624E+018,-5.80300426483154,5.16813230514526,
1.7094351947206E+018,-6.10254859924316,5.1775369644165,
1.70943519478157E+018,-6.40510320663452,5.17157506942749,
1.70943519486471E+018,-6.70691633224487,5.15016984939575,
1.70943519492072E+018,-7.00611925125122,5.11369466781616,
1.7094351949789E+018,-7.30286455154419,5.06211996078491,
1.70943519504083E+018,-7.59788608551025,4.99546098709106,
1.70943519509888E+018,-7.89050674438477,4.91397905349731,
1.70943519516106E+018,-8.17878246307373,4.81817102432251,
1.7094351952303E+018,-8.46117782592773,4.70840120315552,
1.70943519529059E+018,-8.73742771148682,4.58470010757446,
1.7094351953538E+018,-9.00742530822754,4.44724321365356,
1.70943519541214E+018,-9.2706241607666,4.29638051986694,
1.70943519547E+018,-9.52629661560059,4.13249492645264,
1.70943519552894E+018,-9.77376365661621,3.95612406730652,
1.70943519559131E+018,-10.0121574401855,3.76781749725342,
1.70943519567026E+018,-10.2406988143921,3.56803226470947,
1.70943519575033E+018,-10.4586706161499,3.35719466209412,
1.70943519582976E+018,-10.6654958724976,3.13585424423218,
1.70943519588832E+018,-10.8608245849609,2.90432119369507,
1.70943519595869E+018,-11.0443162918091,2.66302275657654,
1.70943519603777E+018,-11.2154121398926,2.4126558303833,
1.70943519609675E+018,-11.3737115859985,2.15411782264709,
1.70943519615227E+018,-11.5187683105469,1.88806807994843,
1.70943519620844E+018,-11.6502456665039,1.61527633666992,
1.70943519626574E+018,-11.7679719924927,1.33616805076599,
1.70943519632458E+018,-11.8716411590576,1.05119001865387,
1.70943519638121E+018,-11.9608325958252,0.761166453361511,
1.7094351964401E+018,-12.0352582931519,0.467141479253769,
1.70943519649654E+018,-12.0948114395142,0.170023649930954,
1.70943519655507E+018,-12.1396436691284,-0.129473447799683,
1.70943519661055E+018,-12.1700162887573,-0.431179136037827,
1.70943519666766E+018,-12.1854286193848,-0.734756112098694,
1.70943519672468E+018,-12.1856651306152,-1.03912925720215,
1.70943519678173E+018,-12.1711235046387,-1.342888712883,
1.70943519683792E+018,-12.1415843963623,-1.64503657817841,
1.70943519689389E+018,-12.0968523025513,-1.94517588615417,
1.70943519694997E+018,-12.0370225906372,-2.2426974773407,
1.70943519700731E+018,-11.9627962112427,-2.53692150115967,
1.70943519706495E+018,-11.8740119934082,-2.82718181610107,
1.70943519712096E+018,-11.7708215713501,-3.11293053627014,
1.70943519717741E+018,-11.6533861160278,-3.39298748970032,
1.7094351972489E+018,-11.5222120285034,-3.66645336151123,
1.70943519730491E+018,-11.377893447876,-3.93286633491516,
1.70943519736141E+018,-11.2205209732056,-4.19205760955811,
1.70943519741739E+018,-11.0501832962036,-4.44370126724243,
1.70943519748826E+018,-10.8673791885376,-4.68705940246582,
1.70943519754404E+018,-10.6728649139404,-4.92075252532959,
1.70943519760019E+018,-10.4672145843506,-5.14390993118286,
1.70943519765685E+018,-10.2505168914795,-5.35613822937012,
1.70943519772765E+018,-10.0233726501465,-5.55728673934937,
